id iq logcond
-0.8000000 1.3804878 0.9142466
-0.8000000 1.4224390 0.9310042
-0.8000000 1.4643902 0.9481783
-0.8000000 1.5063415 0.9657759
-0.8000000 1.5482927 0.9838056
-0.8000000 1.5902439 1.0022776
-0.8000000 1.6321951 1.0212043
-0.8000000 1.6741463 1.0405999
-0.8000000 1.7160976 1.0604811
-0.8000000 1.7580488 1.0808669
-0.8000000 1.8000000 1.1017793
-0.7500000 0.0800000 0.6243158
-0.7500000 0.1219512 0.6257256
-0.7500000 0.1639024 0.6277168
-0.7500000 0.2058537 0.6302854
-0.7500000 0.2478049 0.6334261
-0.7500000 0.2897561 0.6371324
-0.7500000 0.3317073 0.6413972
-0.7500000 0.3736585 0.6462122
-0.7500000 0.4156098 0.6515688
-0.7500000 0.4575610 0.6574574
-0.7500000 0.4995122 0.6638681
-0.7500000 0.5414634 0.6707908
-0.7500000 0.5834146 0.6782150
-0.7500000 0.6253659 0.6861302
-0.7500000 0.6673171 0.6945258
-0.7500000 0.7092683 0.7033913
-0.7500000 0.7512195 0.7127167
-0.7500000 0.7931707 0.7224920
-0.7500000 0.8351220 0.7327078
-0.7500000 0.8770732 0.7433551
