id iq logcond
-0.5333333 0.1639024 0.9634173
-0.5333333 0.2058537 1.1753345
-0.5333333 0.2478049 1.5709161
-0.5333333 0.2897561 1.9748397
-0.5333333 0.3317073 1.3432433
-0.5333333 0.3736585 1.1114860
-0.5333333 0.4156098 0.9724751
-0.5333333 0.4575610 0.8763514
-0.5333333 0.4995122 0.8052447
-0.5333333 0.5414634 0.7507120
-0.5333333 0.5834146 0.7081699
-0.5333333 0.6253659 0.6750242
-0.5333333 0.6673171 0.6500456
-0.5333333 0.7092683 0.6333879
-0.5333333 0.7512195 0.6264882
-0.5333333 0.7931707 0.6295396
-0.5333333 0.8351220 0.6393040
-0.5333333 0.8770732 0.6523851
-0.5333333 0.9190244 0.6669966
-0.5333333 0.9609756 0.6823354
-0.5333333 1.0029268 0.6980219
-0.5333333 1.0448780 0.7138592
-0.5333333 1.0868293 0.7297352
-0.5333333 1.1287805 0.7455816
-0.5333333 1.1707317 0.7613536
-0.5333333 1.2126829 0.7770211
-0.5333333 1.2546341 0.7925628
-0.5333333 1.2965854 0.8079638
-0.5333333 1.3385366 0.8232131
-0.5333333 1.3804878 0.8383031
-0.5333333 1.4224390 0.8532285
-0.5333333 1.4643902 0.8679856
-0.5333333 1.5063415 0.8825722
-0.5333333 1.5482927 0.8969872
-0.5333333 1.5902439 0.9112305
-0.5333333 1.6321951 0.9253023
-0.5333333 1.6741463 0.9392039
-0.5333333 1.7160976 0.9529364
-0.5333333 1.7580488 0.9665019
-0.5333333 1.8000000 0.9799022
-0.4785714 0.0800000 0.4564773
-0.4785714 0.1219512 0.5107730
-0.4785714 0.1639024 0.5777574
-0.4785714 0.2058537 0.6602598
-0.4785714 0.2478049 0.7616576
-0.4785714 0.2897561 0.8886950
-0.4785714 0.3317073 1.0568989
-0.4785714 0.3736585 1.3097131
-0.4785714 0.4156098 1.8789949
-0.4785714 0.4575610 1.7063285
-0.4785714 0.4995122 1.3038349
-0.4785714 0.5414634 1.1139680
-0.4785714 0.5834146 0.9935793
-0.4785714 0.6253659 0.9083514
