# t id iq if torque pcu uutil
2.953168858 0.288452940 1.025857667 1.095720902 0.564451624 0.325766764 0.998394163
2.959487328 0.294607646 1.048271901 1.096148812 0.580429934 0.333891889 0.998554630
2.965805798 0.300762352 1.070686134 1.096576721 0.596564140 0.342189947 0.998715096
2.972124269 0.306917058 1.093100367 1.097004631 0.612854240 0.350660938 0.998875562
2.978442739 0.313071764 1.115514600 1.097432541 0.629300235 0.359304862 0.999036028
2.984761209 0.319226470 1.137928834 1.097860451 0.645902125 0.368121719 0.999196494
2.991079679 0.325381176 1.160343067 1.098288361 0.662659910 0.377111510 0.999356960
2.997398150 0.331535882 1.182757300 1.098716271 0.679573590 0.386274233 0.999517427
3.003716620 0.337690588 1.205171533 1.099144180 0.696643165 0.395609889 0.999677893
3.010035090 0.343845294 1.227585767 1.099572090 0.713868635 0.405118478 0.999838359
3.016353561 0.350000000 1.250000000 1.100000000 0.731250000 0.414800000 0.999998825
